"State","PlotNo","oatAcc","peaAcc.x","IsCheck","Site","Block","pair","oatName","peaName","plot_size_sq_ft_planted.x","oat_g_plot.x","pea_grams_per_plot.x","loc_pea","peaAcc.y","location","planted_plot_size_sqft","pea_grams_per_plot.y","oat_g_plot.y","plot_size_sq_ft_planted.y","grams/sqft"
"AL",180,6,"3",0,3,4,90,"ESKER","DS Admiral",43.75,36.75,"65.538461538461505","AL_3",3,"AL",43.75,65.5384615384615,36.75,43.75,0.84
"AL",181,12,"na",0,3,4,91,"IL17-5238","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",182,12,"5",0,3,4,91,"IL17-5238","Organic 4010",43.75,36.75,"40.507894736842097","AL_5",5,"AL",43.75,40.5078947368421,36.75,43.75,0.84
"AL",183,17,"11",0,3,4,92,"NEWBURG","ND Victory",43.75,36.75,"56.212121212121197","AL_11",11,"AL",43.75,56.2121212121212,36.75,43.75,0.84
"AL",184,17,"na",0,3,4,92,"NEWBURG","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",185,38,"3",0,3,4,93,"SD170935","DS Admiral",43.75,36.75,"65.538461538461505","AL_3",3,"AL",43.75,65.5384615384615,36.75,43.75,0.84
"AL",186,38,"na",0,3,4,93,"SD170935","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",187,39,"8",0,3,4,94,"SD180580","NDP150231Y",43.75,36.75,"54.259020618556697","AL_8",8,"AL",43.75,54.2590206185567,36.75,43.75,0.84
"AL",188,39,"na",0,3,4,94,"SD180580","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",189,42,"8",0,3,4,95,"SD181377","NDP150231Y",43.75,36.75,"54.259020618556697","AL_8",8,"AL",43.75,54.2590206185567,36.75,43.75,0.84
"AL",190,42,"na",0,3,4,95,"SD181377","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",191,31,"1",0,3,4,96,"MN18015X_004","AUSTRIAN FIELD PEAS",43.75,36.75,"30.515625","AL_1",1,"AL",43.75,30.515625,36.75,43.75,0.84
"AL",192,31,"na",0,3,4,96,"MN18015X_004","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",193,20,"1",0,3,4,97,"RUSHMORE","AUSTRIAN FIELD PEAS",43.75,36.75,"30.515625","AL_1",1,"AL",43.75,30.515625,36.75,43.75,0.84
"AL",194,20,"na",0,3,4,97,"RUSHMORE","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",195,15,"na",0,3,4,98,"LEGGETT","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",196,15,"12",0,3,4,98,"LEGGETT","Maxum",43.75,36.75,"55.602272727272698","AL_12",12,"AL",43.75,55.6022727272727,36.75,43.75,0.84
"AL",197,21,"10",0,3,4,99,"SABER","ND Dawn",43.75,36.75,"70.987903225806406","AL_10",10,"AL",43.75,70.9879032258064,36.75,43.75,0.84
"AL",198,21,"na",0,3,4,99,"SABER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",199,10,"na",0,3,4,100,"HORSEPOWER","na",43.75,36.75,"NA","AL_na",NA,NA,NA,NA,36.75,43.75,0.84
"AL",200,10,"9",0,3,4,100,"HORSEPOWER","NDP140510Y",43.75,36.75,"53.56640625","AL_9",9,"AL",43.75,53.56640625,36.75,43.75,0.84
"IL",1,35,"na",0,4,1,1,"ND170376","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",2,35,"11",0,4,1,1,"ND170376","ND Victory",90,56.25,"115.636363636364","IL_11",11,"IL",90,115.636363636364,56.25,90,0.625
"IL",3,12,"7",0,4,1,2,"IL17-5238","NDP150412G",90,56.25,"112.433684210526","IL_7",7,"IL",90,112.433684210526,56.25,90,0.625
"IL",4,12,"na",0,4,1,2,"IL17-5238","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",5,41,"6",0,4,1,3,"SD181245","Frostmaster Peas",90,56.25,"135.060674157303","IL_6",6,"IL",90,135.060674157303,56.25,90,0.625
"IL",6,41,"na",0,4,1,3,"SD181245","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",7,47,"4",0,4,1,4,"WI_X10680-3","Icicle Winter Peas",90,56.25,"89.948571428571398","IL_4",4,"IL",90,89.9485714285714,56.25,90,0.625
"IL",8,47,"na",0,4,1,4,"WI_X10680-3","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",9,37,"2",0,4,1,5,"OT3120","delta field pea",90,56.25,"114.851612903226","IL_2",2,"IL",90,114.851612903226,56.25,90,0.625
"IL",10,37,"na",0,4,1,5,"OT3120","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",11,32,"10",0,4,1,6,"MN18038X_008","ND Dawn",90,56.25,"146.03225806451599","IL_10",10,"IL",90,146.032258064516,56.25,90,0.625
"IL",12,32,"na",0,4,1,6,"MN18038X_008","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",13,38,"8",0,4,1,7,"SD170935","NDP150231Y",90,56.25,"111.618556701031","IL_8",8,"IL",90,111.618556701031,56.25,90,0.625
"IL",14,38,"na",0,4,1,7,"SD170935","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",15,19,"7",0,4,1,8,"REINS","NDP150412G",90,56.25,"112.433684210526","IL_7",7,"IL",90,112.433684210526,56.25,90,0.625
"IL",16,19,"na",0,4,1,8,"REINS","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",17,28,"11",0,4,1,9,"GOPHER","ND Victory",90,56.25,"115.636363636364","IL_11",11,"IL",90,115.636363636364,56.25,90,0.625
"IL",18,28,"na",0,4,1,9,"GOPHER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",19,40,"7",0,4,1,10,"SD181237","NDP150412G",90,56.25,"112.433684210526","IL_7",7,"IL",90,112.433684210526,56.25,90,0.625
"IL",20,40,"na",0,4,1,10,"SD181237","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",21,5,"na",0,4,1,11,"DEON","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",22,5,"10",0,4,1,11,"DEON","ND Dawn",90,56.25,"146.03225806451599","IL_10",10,"IL",90,146.032258064516,56.25,90,0.625
"IL",23,44,"na",0,4,1,12,"SD190992","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",24,44,"1",0,4,1,12,"SD190992","AUSTRIAN FIELD PEAS",90,56.25,"62.774999999999999","IL_1",1,"IL",90,62.775,56.25,90,0.625
"IL",25,6,"na",0,4,1,13,"ESKER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",26,6,"1",0,4,1,13,"ESKER","AUSTRIAN FIELD PEAS",90,56.25,"62.774999999999999","IL_1",1,"IL",90,62.775,56.25,90,0.625
"IL",27,29,"6",0,4,1,14,"IL15-5752","Frostmaster Peas",90,56.25,"135.060674157303","IL_6",6,"IL",90,135.060674157303,56.25,90,0.625
"IL",28,29,"na",0,4,1,14,"IL15-5752","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",29,7,"12",0,4,1,15,"EXCEL","Maxum",90,56.25,"114.38181818181801","IL_12",12,"IL",90,114.381818181818,56.25,90,0.625
"IL",30,7,"na",0,4,1,15,"EXCEL","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",31,1,"na",0,4,1,16,"BAKER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",32,1,"9",0,4,1,16,"BAKER","NDP140510Y",90,56.25,"110.19374999999999","IL_9",9,"IL",90,110.19375,56.25,90,0.625
"IL",33,24,"na",0,4,1,17,"WARRIOR","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",34,24,"4",0,4,1,17,"WARRIOR","Icicle Winter Peas",90,56.25,"89.948571428571398","IL_4",4,"IL",90,89.9485714285714,56.25,90,0.625
"IL",35,4,"na",0,4,1,18,"CORRAL","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",36,4,"3",0,4,1,18,"CORRAL","DS Admiral",90,56.25,"134.821978021978","IL_3",3,"IL",90,134.821978021978,56.25,90,0.625
"IL",37,22,"na",0,4,1,19,"SADDLE","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",38,22,"12",0,4,1,19,"SADDLE","Maxum",90,56.25,"114.38181818181801","IL_12",12,"IL",90,114.381818181818,56.25,90,0.625
"IL",39,20,"na",0,4,1,20,"RUSHMORE","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",40,20,"2",0,4,1,20,"RUSHMORE","delta field pea",90,56.25,"114.851612903226","IL_2",2,"IL",90,114.851612903226,56.25,90,0.625
"IL",41,32,"5",1,4,1,21,"MN18038X_008","Organic 4010",90,56.25,"83.330526315789498","IL_5",5,"IL",90,83.3305263157895,56.25,90,0.625
"IL",42,32,"na",1,4,1,21,"MN18038X_008","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",43,31,"na",0,4,1,22,"MN18015X_004","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",44,31,"12",0,4,1,22,"MN18015X_004","Maxum",90,56.25,"114.38181818181801","IL_12",12,"IL",90,114.381818181818,56.25,90,0.625
"IL",45,2,"3",0,4,1,23,"BUCKSKIN","DS Admiral",90,56.25,"134.821978021978","IL_3",3,"IL",90,134.821978021978,56.25,90,0.625
"IL",46,2,"na",0,4,1,23,"BUCKSKIN","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",47,17,"5",0,4,1,24,"NEWBURG","Organic 4010",90,56.25,"83.330526315789498","IL_5",5,"IL",90,83.3305263157895,56.25,90,0.625
"IL",48,17,"na",0,4,1,24,"NEWBURG","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",49,16,"na",0,4,1,25,"NATTY","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",50,16,"2",0,4,1,25,"NATTY","delta field pea",90,56.25,"114.851612903226","IL_2",2,"IL",90,114.851612903226,56.25,90,0.625
"IL",51,27,"5",0,4,2,26,"A25","Organic 4010",90,56.25,"83.330526315789498","IL_5",5,"IL",90,83.3305263157895,56.25,90,0.625
"IL",52,27,"na",0,4,2,26,"A25","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",53,39,"1",0,4,2,27,"SD180580","AUSTRIAN FIELD PEAS",90,56.25,"62.774999999999999","IL_1",1,"IL",90,62.775,56.25,90,0.625
"IL",54,39,"na",0,4,2,27,"SD180580","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",55,14,"5",0,4,2,28,"IL17-7339","Organic 4010",90,56.25,"83.330526315789498","IL_5",5,"IL",90,83.3305263157895,56.25,90,0.625
"IL",56,14,"na",0,4,2,28,"IL17-7339","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",57,30,"na",0,4,2,29,"IL17-1704","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",58,30,"2",0,4,2,29,"IL17-1704","delta field pea",90,56.25,"114.851612903226","IL_2",2,"IL",90,114.851612903226,56.25,90,0.625
"IL",59,18,"na",1,4,2,30,"OGLE","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",60,18,"11",1,4,2,30,"OGLE","ND Victory",90,56.25,"115.636363636364","IL_11",11,"IL",90,115.636363636364,56.25,90,0.625
"IL",61,8,"6",0,4,2,31,"GOLIATH","Frostmaster Peas",90,56.25,"135.060674157303","IL_6",6,"IL",90,135.060674157303,56.25,90,0.625
"IL",62,8,"na",0,4,2,31,"GOLIATH","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",63,41,"6",0,4,2,32,"SD181245","Frostmaster Peas",90,56.25,"135.060674157303","IL_6",6,"IL",90,135.060674157303,56.25,90,0.625
"IL",64,41,"na",0,4,2,32,"SD181245","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",65,31,"na",0,4,2,33,"MN18015X_004","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",66,31,"4",0,4,2,33,"MN18015X_004","Icicle Winter Peas",90,56.25,"89.948571428571398","IL_4",4,"IL",90,89.9485714285714,56.25,90,0.625
"IL",67,25,"11",0,4,2,34,"A10","ND Victory",90,56.25,"115.636363636364","IL_11",11,"IL",90,115.636363636364,56.25,90,0.625
"IL",68,25,"na",0,4,2,34,"A10","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",69,23,"na",0,4,2,35,"SPURS","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",70,23,"12",0,4,2,35,"SPURS","Maxum",90,56.25,"114.38181818181801","IL_12",12,"IL",90,114.381818181818,56.25,90,0.625
"IL",71,47,"8",0,4,2,36,"WI_X10680-3","NDP150231Y",90,56.25,"111.618556701031","IL_8",8,"IL",90,111.618556701031,56.25,90,0.625
"IL",72,47,"na",0,4,2,36,"WI_X10680-3","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",73,45,"3",0,4,2,37,"SD191467","DS Admiral",90,56.25,"134.821978021978","IL_3",3,"IL",90,134.821978021978,56.25,90,0.625
"IL",74,45,"na",0,4,2,37,"SD191467","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",75,17,"7",0,4,2,38,"NEWBURG","NDP150412G",90,56.25,"112.433684210526","IL_7",7,"IL",90,112.433684210526,56.25,90,0.625
"IL",76,17,"na",0,4,2,38,"NEWBURG","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",77,33,"na",0,4,2,39,"ND161488","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",78,33,"10",0,4,2,39,"ND161488","ND Dawn",90,56.25,"146.03225806451599","IL_10",10,"IL",90,146.032258064516,56.25,90,0.625
"IL",79,24,"na",0,4,2,40,"WARRIOR","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",80,24,"3",0,4,2,40,"WARRIOR","DS Admiral",90,56.25,"134.821978021978","IL_3",3,"IL",90,134.821978021978,56.25,90,0.625
"IL",81,42,"1",0,4,2,41,"SD181377","AUSTRIAN FIELD PEAS",90,56.25,"62.774999999999999","IL_1",1,"IL",90,62.775,56.25,90,0.625
"IL",82,42,"na",0,4,2,41,"SD181377","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",83,34,"4",0,4,2,42,"ND170307","Icicle Winter Peas",90,56.25,"89.948571428571398","IL_4",4,"IL",90,89.9485714285714,56.25,90,0.625
"IL",84,34,"na",0,4,2,42,"ND170307","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",85,7,"11",0,4,2,43,"EXCEL","ND Victory",90,56.25,"115.636363636364","IL_11",11,"IL",90,115.636363636364,56.25,90,0.625
"IL",86,7,"na",0,4,2,43,"EXCEL","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",87,15,"6",0,4,2,44,"LEGGETT","Frostmaster Peas",90,56.25,"135.060674157303","IL_6",6,"IL",90,135.060674157303,56.25,90,0.625
"IL",88,15,"na",0,4,2,44,"LEGGETT","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",89,29,"na",0,4,2,45,"IL15-5752","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",90,29,"12",0,4,2,45,"IL15-5752","Maxum",90,56.25,"114.38181818181801","IL_12",12,"IL",90,114.381818181818,56.25,90,0.625
"IL",91,13,"8",0,4,2,46,"IL17-7334","NDP150231Y",90,56.25,"111.618556701031","IL_8",8,"IL",90,111.618556701031,56.25,90,0.625
"IL",92,13,"na",0,4,2,46,"IL17-7334","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",93,10,"9",0,4,2,47,"HORSEPOWER","NDP140510Y",90,56.25,"110.19374999999999","IL_9",9,"IL",90,110.19375,56.25,90,0.625
"IL",94,10,"na",0,4,2,47,"HORSEPOWER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",95,46,"8",0,4,2,48,"WI_X10642-3","NDP150231Y",90,56.25,"111.618556701031","IL_8",8,"IL",90,111.618556701031,56.25,90,0.625
"IL",96,46,"na",0,4,2,48,"WI_X10642-3","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",97,43,"9",0,4,2,49,"SD190850","NDP140510Y",90,56.25,"110.19374999999999","IL_9",9,"IL",90,110.19375,56.25,90,0.625
"IL",98,43,"na",0,4,2,49,"SD190850","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",99,28,"5",0,4,2,50,"GOPHER","Organic 4010",90,56.25,"83.330526315789498","IL_5",5,"IL",90,83.3305263157895,56.25,90,0.625
"IL",100,28,"na",0,4,2,50,"GOPHER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",101,16,"na",0,4,3,51,"NATTY","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",102,16,"6",0,4,3,51,"NATTY","Frostmaster Peas",90,56.25,"135.060674157303","IL_6",6,"IL",90,135.060674157303,56.25,90,0.625
"IL",103,12,"12",0,4,3,52,"IL17-5238","Maxum",90,56.25,"114.38181818181801","IL_12",12,"IL",90,114.381818181818,56.25,90,0.625
"IL",104,12,"na",0,4,3,52,"IL17-5238","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",105,20,"na",0,4,3,53,"RUSHMORE","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",106,20,"12",0,4,3,53,"RUSHMORE","Maxum",90,56.25,"114.38181818181801","IL_12",12,"IL",90,114.381818181818,56.25,90,0.625
"IL",107,25,"na",0,4,3,54,"A10","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",108,25,"11",0,4,3,54,"A10","ND Victory",90,56.25,"115.636363636364","IL_11",11,"IL",90,115.636363636364,56.25,90,0.625
"IL",109,39,"na",0,4,3,55,"SD180580","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",110,39,"5",0,4,3,55,"SD180580","Organic 4010",90,56.25,"83.330526315789498","IL_5",5,"IL",90,83.3305263157895,56.25,90,0.625
"IL",111,36,"na",0,4,3,56,"OT2130","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",112,36,"8",0,4,3,56,"OT2130","NDP150231Y",90,56.25,"111.618556701031","IL_8",8,"IL",90,111.618556701031,56.25,90,0.625
"IL",113,14,"10",0,4,3,57,"IL17-7339","ND Dawn",90,56.25,"146.03225806451599","IL_10",10,"IL",90,146.032258064516,56.25,90,0.625
"IL",114,14,"na",0,4,3,57,"IL17-7339","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",115,11,"na",0,4,3,58,"IL17-1253","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",116,11,"4",0,4,3,58,"IL17-1253","Icicle Winter Peas",90,56.25,"89.948571428571398","IL_4",4,"IL",90,89.9485714285714,56.25,90,0.625
"IL",117,26,"9",0,4,3,59,"A11","NDP140510Y",90,56.25,"110.19374999999999","IL_9",9,"IL",90,110.19375,56.25,90,0.625
"IL",118,26,"na",0,4,3,59,"A11","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",119,1,"1",0,4,3,60,"BAKER","AUSTRIAN FIELD PEAS",90,56.25,"62.774999999999999","IL_1",1,"IL",90,62.775,56.25,90,0.625
"IL",120,1,"na",0,4,3,60,"BAKER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",121,10,"3",0,4,3,61,"HORSEPOWER","DS Admiral",90,56.25,"134.821978021978","IL_3",3,"IL",90,134.821978021978,56.25,90,0.625
"IL",122,10,"na",0,4,3,61,"HORSEPOWER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",123,11,"3",1,4,3,62,"IL17-1253","DS Admiral",90,56.25,"134.821978021978","IL_3",3,"IL",90,134.821978021978,56.25,90,0.625
"IL",124,11,"na",1,4,3,62,"IL17-1253","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",125,13,"2",0,4,3,63,"IL17-7334","delta field pea",90,56.25,"114.851612903226","IL_2",2,"IL",90,114.851612903226,56.25,90,0.625
"IL",126,13,"na",0,4,3,63,"IL17-7334","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",127,9,"na",0,4,3,64,"HAYDEN","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",128,9,"10",0,4,3,64,"HAYDEN","ND Dawn",90,56.25,"146.03225806451599","IL_10",10,"IL",90,146.032258064516,56.25,90,0.625
"IL",129,21,"na",0,4,3,65,"SABER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",130,21,"11",0,4,3,65,"SABER","ND Victory",90,56.25,"115.636363636364","IL_11",11,"IL",90,115.636363636364,56.25,90,0.625
"IL",131,38,"na",0,4,3,66,"SD170935","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",132,38,"7",0,4,3,66,"SD170935","NDP150412G",90,56.25,"112.433684210526","IL_7",7,"IL",90,112.433684210526,56.25,90,0.625
"IL",133,33,"6",0,4,3,67,"ND161488","Frostmaster Peas",90,56.25,"135.060674157303","IL_6",6,"IL",90,135.060674157303,56.25,90,0.625
"IL",134,33,"na",0,4,3,67,"ND161488","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",135,45,"9",0,4,3,68,"SD191467","NDP140510Y",90,56.25,"110.19374999999999","IL_9",9,"IL",90,110.19375,56.25,90,0.625
"IL",136,45,"na",0,4,3,68,"SD191467","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",137,2,"2",0,4,3,69,"BUCKSKIN","delta field pea",90,56.25,"114.851612903226","IL_2",2,"IL",90,114.851612903226,56.25,90,0.625
"IL",138,2,"na",0,4,3,69,"BUCKSKIN","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",139,15,"na",0,4,3,70,"LEGGETT","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",140,15,"8",0,4,3,70,"LEGGETT","NDP150231Y",90,56.25,"111.618556701031","IL_8",8,"IL",90,111.618556701031,56.25,90,0.625
"IL",141,22,"na",0,4,3,71,"SADDLE","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",142,22,"4",0,4,3,71,"SADDLE","Icicle Winter Peas",90,56.25,"89.948571428571398","IL_4",4,"IL",90,89.9485714285714,56.25,90,0.625
"IL",143,18,"na",0,4,3,72,"OGLE","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",144,18,"3",0,4,3,72,"OGLE","DS Admiral",90,56.25,"134.821978021978","IL_3",3,"IL",90,134.821978021978,56.25,90,0.625
"IL",145,19,"9",0,4,3,73,"REINS","NDP140510Y",90,56.25,"110.19374999999999","IL_9",9,"IL",90,110.19375,56.25,90,0.625
"IL",146,19,"na",0,4,3,73,"REINS","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",147,3,"5",0,4,3,74,"COLT","Organic 4010",90,56.25,"83.330526315789498","IL_5",5,"IL",90,83.3305263157895,56.25,90,0.625
"IL",148,3,"na",0,4,3,74,"COLT","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",149,48,"7",0,4,3,75,"WI_X10710-7","NDP150412G",90,56.25,"112.433684210526","IL_7",7,"IL",90,112.433684210526,56.25,90,0.625
"IL",150,48,"na",0,4,3,75,"WI_X10710-7","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",151,4,"2",0,4,4,76,"CORRAL","delta field pea",90,56.25,"114.851612903226","IL_2",2,"IL",90,114.851612903226,56.25,90,0.625
"IL",152,4,"na",0,4,4,76,"CORRAL","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",153,37,"11",0,4,4,77,"OT3120","ND Victory",90,56.25,"115.636363636364","IL_11",11,"IL",90,115.636363636364,56.25,90,0.625
"IL",154,37,"na",0,4,4,77,"OT3120","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",155,6,"10",0,4,4,78,"ESKER","ND Dawn",90,56.25,"146.03225806451599","IL_10",10,"IL",90,146.032258064516,56.25,90,0.625
"IL",156,6,"na",0,4,4,78,"ESKER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",157,18,"4",0,4,4,79,"OGLE","Icicle Winter Peas",90,56.25,"89.948571428571398","IL_4",4,"IL",90,89.9485714285714,56.25,90,0.625
"IL",158,18,"na",0,4,4,79,"OGLE","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",159,21,"5",0,4,4,80,"SABER","Organic 4010",90,56.25,"83.330526315789498","IL_5",5,"IL",90,83.3305263157895,56.25,90,0.625
"IL",160,21,"na",0,4,4,80,"SABER","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",161,42,"na",0,4,4,81,"SD181377","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",162,42,"8",0,4,4,81,"SD181377","NDP150231Y",90,56.25,"111.618556701031","IL_8",8,"IL",90,111.618556701031,56.25,90,0.625
"IL",163,3,"11",0,4,4,82,"COLT","ND Victory",90,56.25,"115.636363636364","IL_11",11,"IL",90,115.636363636364,56.25,90,0.625
"IL",164,3,"na",0,4,4,82,"COLT","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",165,48,"6",0,4,4,83,"WI_X10710-7","Frostmaster Peas",90,56.25,"135.060674157303","IL_6",6,"IL",90,135.060674157303,56.25,90,0.625
"IL",166,48,"na",0,4,4,83,"WI_X10710-7","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",167,8,"na",0,4,4,84,"GOLIATH","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",168,8,"5",0,4,4,84,"GOLIATH","Organic 4010",90,56.25,"83.330526315789498","IL_5",5,"IL",90,83.3305263157895,56.25,90,0.625
"IL",169,5,"na",0,4,4,85,"DEON","na",90,56.25,"NA","IL_na",NA,NA,NA,NA,56.25,90,0.625
"IL",170,5,"1",0,4,4,85,"DEON","AUSTRIAN FIELD PEAS",90,56.25,"62.774999999999999","IL_1",1,"IL",90,62.775,56.25,90,0.625
