stock_uniquename	HORSEPOWER	REINS	NATTY	SPURS	HAYDEN	CORRAL	NEWBURG	OGLE	SABER	ESKER	COLT	BAKER	DEON	BUCKSKIN	GOLIATH	WARRIOR	GOPHER	LEGGETT	EXCEL	IL15-5752	IL17-1253	IL17-1704	IL17-5238	IL17-7334	IL17-7339	RUSHMORE	ND161488	A11	A25	A10	SD181237	SD170935	SD181245	SD180580	SD181377	ND170307	SADDLE	OT2130	MN18038X_008	ND170376	MN18015X_004	WI_X10642-3	WI_X10680-3	WI_X10710-7	OT3120	SD190850	SD190992	SD191467
SD181245	0.187554761531943	-0.193460831558098	0.575730041819266	-0.291657716498511	0.154692443790864	-0.202899960448485	0	-0.360508322956393	-0.326404374153761	-0.20781984250192	0.0525583011449397	-0.114330642596087	0.0080181819956335	-0.126171964336242	1.07834271864832	-0.180115247692017	0.155048107490529	0	-0.11349276561021	-0.249614594239971	-0.256369299025082	-0.236684625961112	-0.301200765221182	-0.236607142157225	-0.239982204875432	0.228092003020182	-0.131064969455641	-0.190628969513618	-0.0410734527864817	-0.12412269893705	0.962429660649235	0.357621050427445	1.76957135298145	0.119926605819068	-0.230367483084695	0.0399332167413941	-0.308711799424661	0.0501320089949998	-0.213527160641943	-0.080978448339423	-0.362348235754975	0.0618003735265725	-0.176903476107684	-0.278970842342622	0.102211300398367	0.0120837641508294	-0.0274132559570559	-0.112314800953459
SD180580	0.194379355575527	-0.0498031862949572	0.197053828100063	-0.234304905955425	0.760161636920003	-0.187649627203725	0	-0.31368113173789	-0.258525944286096	-0.242566201048923	0.199378875946965	-0.204336502597139	-0.135147299336065	-0.118815845584916	0.289167351270448	0.104322556037396	0.0413305811617665	0	-0.0850854082097242	-0.20463463014478	-0.1411255821968	-0.191704661865921	-0.175431429068317	-0.192411355769866	-0.190523608825783	0.873032268616502	-0.0492453377244156	-0.144269368614375	-0.265748549495204	-0.0430872449136586	0.1666757811935	0.38418118070462	0.119926605819068	1.62138914395318	0.311947994096959	-0.156673561768445	-0.0400624246821225	-0.164494172162899	-0.234268382936905	-0.169735765074205	-0.27520185997298	-0.0906280416514852	-0.296322379570595	-0.382601316818661	-0.121624797668542	0.0754835620640381	-0.121897747912564	0.143177549633355
SD181377	0.0203893903585003	-0.129062577590753	-0.0874551400250658	0.126740998213564	0.408551845600668	-0.121321064123009	0	-0.0815740642950185	0.249878630427032	-0.113083922020716	-0.0632181648654798	-0.0985368670492411	-0.0117885186336728	-0.0998525694648153	-0.230852349242187	0.219787122246353	-0.18105530457474	0	0.0759737287922246	-0.0115436214170366	0.114664128726379	0.192163197119856	0.0672012576991339	-0.0103009801187546	-0.0136760428369633	0.142500181612244	-0.00219729712523735	-0.293853054022527	-0.152191751788828	-0.0899090895721879	-0.1480943424898	0.100987914995062	-0.230367483084695	0.311947994096959	1.57865217393199	-0.394847876491823	0.3753822922774	-0.226364363199544	-0.185181003593588	-0.049600455289966	-0.00902358206017464	-0.249860211440503	-0.145925914228184	-0.204575100749224	-0.183494988705185	-0.0235113654653474	-0.136687720845301	-0.00581406968778837
ND170307	0.118154506119206	-0.15307861943459	-0.0695544507939539	-0.269912952887161	0.032501563809762	-0.15679457964151	0	-0.120767743277062	-0.268623652526751	-0.177216412852688	-0.0428420774664402	-0.0470840076624668	-0.288611620012479	-0.149810003955257	0.226959163080927	-0.381944260117164	0.447329463544114	0	-0.0584148896694889	-0.0889327637579685	-0.180823618085544	-0.196642948580459	-0.206169591041057	-0.189185344526126	-0.187297597582043	-0.031272462923328	-0.163588150006809	0.161553506191042	0.0512436267396423	0.0804146849614146	-0.119413361953327	0.110664735052485	0.0399332167413941	-0.156673561768445	-0.394847876491823	1.84039615513566	-0.438476997625609	0.588322960264254	0.201575578171337	-0.0326612546773429	-0.0352288789881946	0.436263651146366	0.0113586718771229	0.0731441614432912	0.478672548228125	-0.170963512167823	0.00083353623928848	-0.122488538272527
SADDLE	-0.242153264161638	-0.161357309385677	-0.164483753949464	0.350958898614722	-0.203967651461797	-0.160243646836381	0	0.353156222597763	0.658294869008361	0.247967029599995	-0.120560581396871	-0.087462757970855	0.18353326746547	-0.104566889373299	-0.322353689737881	0.380900645540606	-0.333887726201057	0	-0.0287339746997814	0.0627335424494222	0.0967927846621673	0.141448631506915	0.617713357162309	-0.0229095145206749	-0.0210217675765922	0.0338947097141033	-0.139748222165975	-0.136179705573697	-0.285288637181552	-0.0683093611692195	-0.161969240466709	-0.370751423601128	-0.308711799424661	-0.0400624246821225	0.3753822922774	-0.438476997625609	1.7272065016649	-0.300254639891499	-0.134079550806143	-0.199801472085136	0.376266284282725	-0.173760412757178	-0.0500905793112682	-0.0692686933651269	-0.335011707915927	-0.168956504999522	-0.134774189835338	-0.117050946417073
OT2130	0.105071086062456	-0.197738897465079	-0.0023800235007688	-0.273323704143401	0.132568551492264	-0.256620003910914	0	-0.300482618220038	-0.282560023107572	-0.193784188264656	-0.0173073755800825	-0.208379048787426	-0.250382645861889	-0.318999259573648	0.214791014269798	-0.123077711320329	0.442068505765975	0	-0.277600837079644	-0.2260926420485	-0.313173206067902	-0.232093309701941	-0.254314224426765	-0.332060551833064	-0.330172804888981	-0.227238518744671	0.062786269570669	0.316439846436408	0.130187623558154	0.00690330900346502	-0.189472417049653	0.349795747615732	0.0501320089949998	-0.164494172162899	-0.226364363199544	0.588322960264254	-0.300254639891499	1.89463604333158	0.145002226185865	0.268758320729023	-0.11285346962283	0.334956417031423	-0.0596874066796479	0.15566686883216	0.716938407686999	-0.252463457834347	0.0495881297144586	-0.041241815577999
MN18038X_008	-0.205476666761345	-0.0670877736001874	-0.332224745086301	0.000844063550272018	-0.197714737565125	0.0587029353418739	0	0.0684157233948679	-0.155750925958035	0.0198612683126788	-0.114167689077896	0.097365576879993	-0.000441169651743112	-0.134299256138916	-0.222540874222737	-0.13280631475175	0.130789814230306	0	0.014986764432046	0.0812630366730861	-0.13373601229546	-0.004080207084668	-0.0854026499789038	-0.0499985696459548	-0.0481108227018724	-0.115445796169653	-0.0723344945101123	0.0977749098244689	0.229554274838435	0.00382626368767169	-0.207533802446369	-0.0116639682454435	-0.213527160641943	-0.234268382936905	-0.185181003593588	0.201575578171337	-0.134079550806143	0.145002226185865	1.57278974972267	0.00881634220189862	-0.02664384249827	0.0847555554097847	0.0870445315612515	0.319432767680006	0.187131244810195	-0.116549524307159	-0.0684285029638807	-0.140438183268358
ND170376	-0.123839917496202	-0.0788658958407003	-0.0502113909013519	-0.215848604020521	-0.116077988299982	-0.126412874255176	0	-0.298267019551209	-0.235610542309273	-0.0836809915188676	-0.00193475275552798	-0.195637830794015	-0.22141597596831	-0.119428298568923	-0.0768351377644888	-0.0199931386828179	0.0035147147957733	0	-0.167497640333858	-0.175636166033899	-0.155704722361501	-0.0658550211169438	-0.196839124303886	-0.087755708698869	-0.0858679617547871	-0.166694990877345	0.234287367817958	0.361341034404683	0.202321288706521	-0.0102482318849353	0.0473752345044092	-0.0212111168247712	-0.080978448339423	-0.169735765074205	-0.049600455289966	-0.0326612546773429	-0.199801472085136	0.268758320729023	0.00881634220189862	1.57899683580183	0.0237784907591757	0.14921204776667	0.128256947909687	0.0908973119654747	0.188527014705091	0.03218804815219	0.172408238585553	0.139469199578296
MN18015X_004	-0.266145680031008	0.0485473368168871	-0.334613014318007	0.317403580410589	-0.341273003015866	0.159487256048276	0	0.150780210283252	0.381846596718488	-0.000399033213603526	-0.147585014759905	-0.0807790145150076	-0.128211006115612	0.153314807578804	-0.4371470701144	0.0959792034045698	-0.114834722085473	0	-0.0736900627040129	0.19295103984344	0.132826812773097	-0.0529078986141779	0.278522153842029	0.00605186893097561	0.00793961587505861	-0.239268525386804	-0.0711654942478604	0.0732659859145687	0.0300280527867974	-0.0585365151369357	-0.285306947118477	-0.344683381538647	-0.362348235754975	-0.27520185997298	-0.00902358206017464	-0.0352288789881946	0.376266284282725	-0.11285346962283	-0.02664384249827	0.0237784907591757	1.54874137092817	0.027675687256595	0.22173559993564	0.0712255562521778	-0.147035191101712	-0.118011928876055	-0.0948892534286553	-0.140584885421681
WI_X10642-3	0.124993417535395	-0.00940665679884293	-0.0815057190609025	-0.22912863350419	-0.0119719189813807	-0.100221831271666	0	-0.151031354335015	-0.225207928312635	-0.139823681918749	-0.044160235381794	-0.140501334667907	-0.179908103799508	-0.0221893251444899	0.0877551063685551	-0.111409346788754	0.264558638959003	0	-0.246562790596159	-0.159720294860564	-0.158459132520589	-0.0274171212511456	-0.0759175073991442	-0.14389839909875	-0.142010652154668	-0.107322803688214	-0.115962463707863	0.0908119448451025	-0.0332393544302827	-0.128784454614416	-0.165962730777927	0.0246442937607041	0.0618003735265725	-0.0906280416514852	-0.249860211440503	0.436263651146366	-0.173760412757178	0.334956417031423	0.0847555554097847	0.14921204776667	0.027675687256595	1.64449464203741	0.124815448711356	0.151048096186488	0.298143290721393	-0.263562465537465	-0.121266389070643	-0.0551273157399935
WI_X10680-3	-0.300423223784349	-0.171244247532198	-0.149168254670713	0.0528275099929737	-0.263715841445534	-0.215607817277443	0	0.120399169837568	0.0435911910288034	0.287619910909294	-0.164809031049863	-0.0980030308049648	0.672982484019681	-0.153363740137137	-0.275384953947417	-0.0540801529191642	0.0593759630903922	0	-0.143542175616875	-0.0202620324277842	-0.218585617072315	0.0535947160987531	-0.00184234556246026	-0.158530817903119	-0.156643070959036	-0.211708055608231	-0.240960386805185	0.0382799870143783	0.312126336039619	-0.0810233410891842	-0.120913426120349	-0.156607217060213	-0.176903476107684	-0.296322379570595	-0.145925914228184	0.0113586718771229	-0.0500905793112682	-0.0596874066796479	0.0870445315612515	0.128256947909687	0.22173559993564	0.124815448711356	1.6419164726588	0.636199858853119	-0.118867474054415	-0.143079555720387	-0.1002213440394	-0.0446078900333316
WI_X10710-7	-0.382755053785698	0.00298589350312099	-0.339777520501782	0.0582144973213756	-0.384203041498487	-0.0286538966000145	0	0.267882018047817	0.0252955348768975	0.179856490498448	-0.222575759668948	0.00737734010695823	0.488025865603667	-0.121662704497282	-0.353769676702047	-0.235089664088463	-0.00422011457560602	0	-0.296039478157192	-0.0999624575979839	-0.155307723458715	0.0054711489022931	0.0403843094019772	-0.0320992083420315	-0.0302114613979496	-0.3795605426218	-0.139093878626363	0.300900501820731	0.284005493874987	0.0533024829653365	-0.204560958537269	-0.178416735945217	-0.278970842342622	-0.382601316818661	-0.204575100749224	0.0731441614432912	-0.0692686933651269	0.15566686883216	0.319432767680006	0.0908973119654747	0.0712255562521778	0.151048096186488	0.636199858853119	1.87641614530053	0.0863295788091728	-0.185940313254557	-0.29438787936442	-0.170357899748577
OT3120	0.159781782296967	-0.16407943987973	0.118115793512376	-0.236909767886718	0.0886015665588284	-0.147474038121375	0	-0.287751325443661	-0.338245255940973	-0.194209919644006	0.0480520138192005	-0.198279160842193	-0.28513971388632	-0.340476229602161	0.170824029336361	-0.174938910747201	0.45262066641656	0	-0.249081115316396	-0.281900948722093	-0.229393982850604	-0.210275173856743	-0.29157962344215	-0.253544138278055	-0.254287796165119	-0.213314597392912	-0.0377559192323908	0.29709924820518	0.0315364837162081	0.0476327491832289	-0.184758412606902	0.174258521125031	0.102211300398367	-0.121624797668542	-0.183494988705185	0.478672548228125	-0.335011707915927	0.716938407686999	0.187131244810195	0.188527014705091	-0.147035191101712	0.298143290721393	-0.118867474054415	0.0863295788091728	1.92741117133984	-0.0964436756007385	-0.0338499276861601	0.0358358217212497
SD190850	-0.0450337276499759	0.0291837150481203	0.583915094687143	-0.197850826242431	-0.0384249729238773	-0.143301332997296	0	-0.300909695505204	-0.135235505145307	-0.274528646945706	0.251621384646831	-0.154725398728419	-0.119314113940474	-0.195512173611172	-0.0436606034607149	-0.00220458321526967	-0.0900568842235763	0	0.0592562695802275	0.0453935852227435	-0.075726049341209	0.0675334704106109	-0.152134373511051	-0.0612267021356419	-0.0646017648538502	0.159966315784846	0.199467175227534	-0.102861250087843	-0.201973489903939	-0.0487356424989886	0.00225773565563608	-0.0802170155838071	0.0120837641508294	0.0754835620640381	-0.0235113654653474	-0.170963512167823	-0.168956504999522	-0.252463457834347	-0.116549524307159	0.03218804815219	-0.118011928876055	-0.263562465537465	-0.143079555720387	-0.185940313254557	-0.0964436756007385	1.69384228962712	0.287330459739249	0.568194186272042
SD190992	0.127297341149338	-0.0576785920203801	-0.0121240472079755	-0.170510163639225	-0.127918684823523	-0.0817524075892008	0	-0.236729365265963	-0.163154343996152	-0.184034268395013	0.13686618636819	-0.0747566395023074	-0.220649147580273	-0.186591344825984	-0.025266717283403	-0.0719627588813245	-0.0261474338934255	0	0.0760713128588512	0.0519461496599006	-0.0510167915691477	0.00698521165356266	-0.135319330232426	-0.168087685920846	-0.171462748639054	0.013897400015577	0.253385026625309	-0.00474353695280139	0.0421871913596665	-0.068760266856398	0.0982780643517363	-0.0170892472770265	-0.0274132559570559	-0.121897747912564	-0.136687720845301	0.00083353623928848	-0.134774189835338	0.0495881297144586	-0.0684285029638807	0.172408238585553	-0.0948892534286553	-0.121266389070643	-0.1002213440394	-0.29438787936442	-0.0338499276861601	0.287330459739249	1.73063006198174	0.341867423152842
SD191467	-0.0444405632748594	0.142927287162484	0.00296779137914469	-0.284104747130022	0.0161119904897145	-0.21113542006687	0	-0.281907423146983	-0.268854712993514	-0.192372658639997	0.246941013524743	-0.143617340863634	-0.145034997876812	-0.14230163844806	-0.0746442970593427	0.0668051067696222	-0.0560546368995796	0	-0.0848885575925594	-0.0579537412323843	-0.135665921917346	-0.00686840290191712	-0.225231270242916	-0.186951695490414	-0.185063948546331	0.175032206731258	0.26452975796571	0.0640269412089908	-0.0285067865292407	-0.0560474184522198	-0.0695127328257461	-0.0296271594169343	-0.112314800953459	0.143177549633355	-0.00581406968778837	-0.122488538272527	-0.117050946417073	-0.041241815577999	-0.140438183268358	0.139469199578296	-0.140584885421681	-0.0551273157399935	-0.0446078900333316	-0.170357899748577	0.0358358217212497	0.568194186272042	0.341867423152842	1.65292614107902
